央视,#genre#
CCTV13,http://39.134.67.148/PLTV/88888888/224/3221226077/1.m3u8#http://39.134.67.148/PLTV/88888888/224/3221226125/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226537/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226571/index.m3u8?IASHttpSessionId=#https://migu.188766.xyz/?migutoken=2c77b4d664f170f9004a2585fffda464&id=CCTV13&type=yy#http://39.134.63.211:6610/PLTV/88888888/224/3221226011/index.m3u8?IASHttpSessionId=
CCTV14,http://39.134.67.148/PLTV/88888888/224/3221225674/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225732/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226591/index.m3u8?IASHttpSessionId=#https://migu.188766.xyz/?migutoken=15eeb625e2b631920ce5576eba609f16&id=CCTV14&type=yy#http://39.134.67.148/PLTV/88888888/224/3221225534/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225657/index.m3u8?IASHttpSessionId=
CCTV15,http://39.134.63.211:6610/PLTV/88888888/224/3221226476/index.m3u8?IASHttpSessionId=#https://migu.188766.xyz/?migutoken=7c5fde0494dcd532d4c791c19f41bb8f&id=CCTV15&type=yy#http://39.134.67.148/PLTV/88888888/224/3221225513/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225601/index.m3u8?IASHttpSessionId=
CCTV16,http://39.134.67.148/PLTV/88888888/224/3221225893/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226100/index.m3u8?IASHttpSessionId=
CCTV17,http://39.134.67.148/PLTV/88888888/224/3221225708/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225765/index.m3u8?IASHttpSessionId=#https://migu.188766.xyz/?migutoken=0f16209a12e243f336bf9b16a3aa0479&id=CCTV17&type=yy
中学生,https://migu.188766.xyz/?migutoken=83b0d648063d4e7f5ff4948bc29002d6&id=%E4%B8%AD%E5%AD%A6%E7%94%9F&type=yy
老故事,https://migu.188766.xyz/?migutoken=48863483fb6eb908c3ba2a39ca62861b&id=%E8%80%81%E6%95%85%E4%BA%8B&type=yy
CHC动作电影,https://migu.188766.xyz/?migutoken=d3e73cbe14865f450a9fbd9a2a306018&id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1&type=yy
CHC家庭影院,https://migu.188766.xyz/?migutoken=978415431e072105ca9b4c331d1e6bab&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy
CHC影迷电影,https://migu.188766.xyz/?migutoken=09c1e00f27af252780d2b7d54e442ba3&id=CHC%E5%BD%B1%E8%BF%B7%E7%94%B5%E5%BD%B1&type=yy
CETV-1,https://migu.188766.xyz/?migutoken=421d519b839cf7afbff3c7a1149dd5b0&id=CETV1&type=yy#http://39.134.67.148/PLTV/88888888/224/3221225563/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225652/index.m3u8?IASHttpSessionId=
CETV-2,https://migu.188766.xyz/?migutoken=f0281bb7cd885b0a528e81c940aad7d5&id=CETV2&type=yy#http://39.134.63.211:6610/PLTV/88888888/224/3221226425/index.m3u8?IASHttpSessionId=
CETV-4,https://migu.188766.xyz/?migutoken=aa1dcd38bc1ef4c614b5dc89e88d18a2&id=CETV4&type=yy#http://39.134.63.211:6610/PLTV/88888888/224/3221225783/index.m3u8?IASHttpSessionId=
CGTN阿语,http://39.134.63.211:6610/PLTV/88888888/224/3221226517/index.m3u8?IASHttpSessionId=
CGTN俄语,http://39.134.63.211:6610/PLTV/88888888/224/3221226543/index.m3u8?IASHttpSessionId=
CGTN法语,http://39.134.63.211:6610/PLTV/88888888/224/3221226520/index.m3u8?IASHttpSessionId=
CGTN纪录,http://39.134.67.148/PLTV/88888888/224/3221225509/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225602/index.m3u8?IASHttpSessionId=
CGTN西语,http://39.134.63.211:6610/PLTV/88888888/224/3221226431/index.m3u8?IASHttpSessionId=
CGTN英语,http://39.134.67.148/PLTV/88888888/224/3221225510/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225604/index.m3u8?IASHttpSessionId=

黑龙江,#genre#
黑龙江卫视,http://39.134.63.211:6610/PLTV/88888888/224/3221226327/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226419/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226467/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226525/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226531/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226532/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226582/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226585/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221226006/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226421/index.m3u8?IASHttpSessionId=
黑龙江影视,http://39.134.63.211:6610/PLTV/88888888/224/3221226298/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225971/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226365/index.m3u8?IASHttpSessionId=
黑龙江文体,http://39.134.67.148/PLTV/88888888/224/3221225965/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226239/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221226012/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226424/index.m3u8?IASHttpSessionId=
黑龙江都市,http://39.134.67.148/PLTV/88888888/224/3221225969/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226301/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225990/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226427/index.m3u8?IASHttpSessionId=
黑龙江新闻法治,http://39.134.67.148/PLTV/88888888/224/3221225967/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226330/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225992/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226368/index.m3u8?IASHttpSessionId=
黑龙江农业科教,http://39.134.67.148/PLTV/88888888/224/3221225994/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226242/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225998/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226492/index.m3u8?IASHttpSessionId=
黑龙江少儿,http://39.134.67.148/PLTV/88888888/224/3221225979/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226304/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226371/index.m3u8?IASHttpSessionId=
哈尔滨新闻综合,http://39.134.63.211:6610/PLTV/88888888/224/3221226434/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226558/index.m3u8?IASHttpSessionId=
哈尔滨影视,http://39.134.63.211:6610/PLTV/88888888/224/3221226552/index.m3u8?IASHttpSessionId=
哈尔滨生活,http://39.134.63.211:6610/PLTV/88888888/224/3221226526/index.m3u8?IASHttpSessionId=
齐齐哈尔新闻综合,http://39.134.63.211:6610/PLTV/88888888/224/3221226437/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226413/index.m3u8?IASHttpSessionId=
齐齐哈尔经济法治,http://39.134.63.211:6610/PLTV/88888888/224/3221226555/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226493/index.m3u8?IASHttpSessionId=
牡丹江新闻综合,http://39.134.63.211:6610/PLTV/88888888/224/3221226422/index.m3u8?IASHttpSessionId=
佳木斯新闻综合,http://39.134.67.148/PLTV/88888888/224/3221225993/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226451/index.m3u8?IASHttpSessionId=
大庆新闻综合,http://39.134.63.211:6610/PLTV/88888888/224/3221226484/index.m3u8?IASHttpSessionId=
大庆教育频道,http://39.134.63.211:6610/PLTV/88888888/224/3221226523/index.m3u8?IASHttpSessionId=
鸡西新闻法治,http://39.134.63.211:6610/PLTV/88888888/224/3221226410/index.m3u8?IASHttpSessionId=
鸡西安全生活,http://39.134.63.211:6610/PLTV/88888888/224/3221226481/index.m3u8?IASHttpSessionId=
双鸭山新闻综合,http://39.134.63.211:6610/PLTV/88888888/224/3221226529/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226502/index.m3u8?IASHttpSessionId=
伊春新闻综合,http://39.134.63.211:6610/PLTV/88888888/224/3221226416/index.m3u8?IASHttpSessionId=
鹤岗新闻综合,http://39.134.63.211:6610/PLTV/88888888/224/3221226534/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226496/index.m3u8?IASHttpSessionId=
七台河新闻综合,http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8
七台河民生社教,http://live.qthnews.org.cn:1935/live/live2/800k/tzwj_video.m3u8
黑河新闻综合,https://rmplive.hljtv.com/live/heihe.m3u8#https://masterpull.hljtv.com/live/iyoENgSP.m3u8
绥化新闻综合,https://rmplive.hljtv.com/live/suihua.m3u8#https://masterpull.hljtv.com/live/v4o2g1hs.m3u8
大兴安岭新闻综合,http://39.134.63.211:6610/PLTV/88888888/224/3221226499/index.m3u8?IASHttpSessionId=#https://masterpull.hljtv.com/live/H2kVyS15.m3u8
漠河综合,http://39.134.63.211:6610/PLTV/88888888/224/3221226535/index.m3u8?IASHttpSessionId=

省级卫视,#genre#
安徽卫视,http://39.134.67.148/PLTV/88888888/224/3221225925/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226391/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225923/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226498/index.m3u8?IASHttpSessionId=
北京卫视,http://39.134.67.148/PLTV/88888888/224/3221225678/1.m3u8#http://39.134.67.148/PLTV/88888888/224/3221225931/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225728/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226450/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225927/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226251/index.m3u8?IASHttpSessionId=
兵团卫视,https://migu.188766.xyz/?migutoken=5fa3b29a55fa86690b5482390d5bdebe&id=%E5%85%B5%E5%9B%A2%E5%8D%AB%E8%A7%86&type=yy#http://39.134.67.148/PLTV/88888888/224/3221226005/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226439/index.m3u8?IASHttpSessionId=
重庆卫视,http://39.134.67.148/PLTV/88888888/224/3221225963/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226409/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225502/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225618/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221226001/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226463/index.m3u8?IASHttpSessionId=
福建东南卫视,http://39.134.67.148/PLTV/88888888/224/3221225950/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226341/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221225620/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225500/1.m3u8#http://39.134.67.148/PLTV/88888888/224/3221226038/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226377/index.m3u8?IASHttpSessionId=
甘肃卫视,http://39.134.63.211:6610/PLTV/88888888/224/3221226522/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225584/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225633/index.m3u8?IASHttpSessionId=
广东卫视,http://39.134.63.211:6610/PLTV/88888888/224/3221226248/index.m3u8?IASHttpSessionId=#https://migu.188766.xyz/?migutoken=9662c3af33419fbff11127fb322eaadb&id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86&type=yy#http://39.134.67.148/PLTV/88888888/224/3221225962/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226374/index.m3u8?IASHttpSessionId=
广东大湾区卫视,https://migu.188766.xyz/?migutoken=8caf5677b6fd20b8f7cb08a8d8913e27&id=%E5%A4%A7%E6%B9%BE%E5%8C%BA%E5%8D%AB%E8%A7%86&type=yy
广西卫视,http://39.134.63.211:6610/PLTV/88888888/224/3221226549/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221226024/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226380/index.m3u8?IASHttpSessionId=
贵州卫视,http://39.134.63.211:6610/PLTV/88888888/224/3221226474/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221226030/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226383/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225576/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225626/index.m3u8?IASHttpSessionId=
海南卫视,http://39.134.67.148/PLTV/88888888/224/3221225978/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226465/index.m3u8?IASHttpSessionId=#https://migu.188766.xyz/?migutoken=443c59c3aee8a2a2c678a2ffdd4cd5c8&id=%E6%B5%B7%E5%8D%97%E5%8D%AB%E8%A7%86&type=yy#http://39.134.67.148/PLTV/88888888/224/3221225530/1.m3u8#http://39.134.67.148/PLTV/88888888/224/3221226026/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225639/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226445/index.m3u8?IASHttpSessionId=
河北卫视,http://39.134.67.148/PLTV/88888888/224/3221225961/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226406/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225991/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226448/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225495/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225623/index.m3u8?IASHttpSessionId=
河南卫视,http://39.134.63.211:6610/PLTV/88888888/224/3221226480/index.m3u8?IASHttpSessionId=#https://migu.188766.xyz/?migutoken=6fce37660648e6fe77b799992ee15d0a&id=%E6%B2%B3%E5%8D%97%E5%8D%AB%E8%A7%86%E9%AB%98%E6%B8%85&type=yy#http://39.134.67.148/PLTV/88888888/224/3221226023/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226320/index.m3u8?IASHttpSessionId=
黑龙江卫视,http://39.134.63.211:6610/PLTV/88888888/224/3221226327/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226419/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226467/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226525/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226531/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226532/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226582/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226585/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221226006/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226421/index.m3u8?IASHttpSessionId=
湖北卫视,http://39.134.67.148/PLTV/88888888/224/3221225569/1.m3u8#http://39.134.67.148/PLTV/88888888/224/3221225975/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225627/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226477/index.m3u8?IASHttpSessionId=#https://migu.188766.xyz/?migutoken=0fae7c1f40758d0306f9a505614d886e&id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86&type=yy#http://39.134.67.148/PLTV/88888888/224/3221226015/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226501/index.m3u8?IASHttpSessionId=
湖南卫视,http://39.134.67.148/PLTV/88888888/224/3221225506/1.m3u8#http://39.134.67.148/PLTV/88888888/224/3221225977/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225610/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226307/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221226000/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226430/index.m3u8?IASHttpSessionId=
吉林卫视,http://39.134.63.211:6610/PLTV/88888888/224/3221226397/index.m3u8?IASHttpSessionId=#https://migu.188766.xyz/?migutoken=6abf6edf884cb55a2caf58af039421be&id=%E5%90%89%E6%9E%97%E5%8D%AB%E8%A7%86&type=yy#http://39.134.67.148/PLTV/88888888/224/3221226013/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226386/index.m3u8?IASHttpSessionId=
吉林延边卫视,http://39.134.67.148/PLTV/88888888/224/3221226040/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226516/index.m3u8?IASHttpSessionId=
江苏卫视,http://39.134.67.148/PLTV/88888888/224/3221225503/1.m3u8#http://39.134.67.148/PLTV/88888888/224/3221225938/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225613/index.m3u8?IASHttpSessionId=#http://39.134.63.211:6610/PLTV/88888888/224/3221226310/index.m3u8?IASHttpSessionId=#https://migu.188766.xyz/?migutoken=45fbbb8be2882bbaee51dfb7725041cf&id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&type=yy#http://39.134.67.148/PLTV/88888888/224/3221225929/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226495/index.m3u8?IASHttpSessionId=
江西卫视,http://39.134.67.148/PLTV/88888888/224/3221225935/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226344/index.m3u8?IASHttpSessionId=#https://migu.188766.xyz/?migutoken=55383f0df477fefd3581dd8866f0ae85&id=%E6%B1%9F%E8%A5%BF%E5%8D%AB%E8%A7%86&type=yy#http://39.134.67.148/PLTV/88888888/224/3221225995/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226504/index.m3u8?IASHttpSessionId=
辽宁卫视,http://39.134.63.211:6610/PLTV/88888888/224/3221226546/index.m3u8?IASHttpSessionId=#https://migu.188766.xyz/?migutoken=a3046624db17b58154cf556eb2bed92a&id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86&type=yy#http://39.134.67.148/PLTV/88888888/224/3221225499/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225619/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225944/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226254/index.m3u8?IASHttpSessionId=
内蒙古卫视,http://39.134.67.148/PLTV/88888888/224/3221226017/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226389/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225577/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225634/index.m3u8?IASHttpSessionId=
宁夏卫视,http://39.134.67.148/PLTV/88888888/224/3221226028/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226454/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225579/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225632/index.m3u8?IASHttpSessionId=
青海卫视,https://migu.188766.xyz/?migutoken=3b73f4187aaa6d5dc198ddf7d3cfde13&id=%E9%9D%92%E6%B5%B7%E5%8D%AB%E8%A7%86&type=yy#http://39.134.67.148/PLTV/88888888/224/3221225948/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226323/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225573/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225628/index.m3u8?IASHttpSessionId=
青海安多卫视,http://39.134.67.148/PLTV/88888888/224/3221225531/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225659/index.m3u8?IASHttpSessionId=
山东卫视,http://39.134.67.148/PLTV/88888888/224/3221225952/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226456/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221226034/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226507/index.m3u8?IASHttpSessionId=
山东教育卫视,http://39.134.67.148/PLTV/88888888/224/3221225558/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225655/index.m3u8?IASHttpSessionId=#https://migu.188766.xyz/?migutoken=9a169cbb4dd5b041c976513431c38709&id=%E5%B1%B1%E4%B8%9C%E6%95%99%E8%82%B2&type=yy
山西卫视,http://39.134.67.148/PLTV/88888888/224/3221226009/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226392/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225496/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225624/index.m3u8?IASHttpSessionId=
陕西卫视,https://migu.188766.xyz/?migutoken=4b91c306eb4157c1df6c72566eea75e5&id=%E9%99%95%E8%A5%BF%E5%8D%AB%E8%A7%86&type=yy#http://39.134.67.148/PLTV/88888888/224/3221225989/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221226457/index.m3u8?IASHttpSessionId=#http://39.134.67.148/PLTV/88888888/224/3221225567/1.m3u8#http://39.134.63.211:6610/PLTV/88888888/224/3221225625/index.m3u8?IASHttpSessionId=
陕西农林卫视,https://migu.188766.xyz/?migutoken=625b729265c6450bf9e5a9e42ca61a6a&id=%E4%B8%AD%E5%9B%BD%E5%86%9C%E6%9E%97%E5%8D%AB%E8%A7%86&type=yy
